cohorts_month,life_month,active_players,paying_players,active_subscribers,total_sub_revenue,total_purchase_revenue,total_items_bought,cohort_size,retention_rate
2016-09-01,49.0,93,55,23,6700.0,32263.55,134.0,785,0.11847133757961784
2016-09-01,50.0,90,54,22,6500.0,32509.26,131.0,785,0.11464968152866242
2016-09-01,51.0,100,50,21,6600.0,36642.34,130.0,785,0.12738853503184713
2016-09-01,52.0,98,42,17,4900.0,32617.08,127.0,785,0.12484076433121019
2016-09-01,53.0,96,40,18,5700.0,37103.0,138.0,785,0.12229299363057325
2016-09-01,54.0,100,38,16,5900.0,28806.55,125.0,785,0.12738853503184713
2016-09-01,55.0,100,44,11,4200.0,37733.28,144.0,785,0.12738853503184713
2016-09-01,56.0,103,43,13,4100.0,31255.99,121.0,785,0.13121019108280255
2016-09-01,57.0,94,47,17,4900.0,38245.85,149.0,785,0.1197452229299363
2016-09-01,58.0,87,37,18,5100.0,22517.22,91.0,785,0.11082802547770701
2016-09-01,59.0,88,39,23,7600.0,29483.550000000003,116.0,785,0.11210191082802548
2016-09-01,60.0,89,56,26,8200.0,40762.88,159.0,785,0.11337579617834395
2016-09-01,61.0,83,49,20,6100.0,30752.9,133.0,785,0.10573248407643313
2016-09-01,62.0,82,38,17,4900.0,28517.33,111.0,785,0.10445859872611465
2016-09-01,63.0,82,42,14,3700.0,33688.22,123.0,785,0.10445859872611465
2016-09-01,64.0,88,43,15,4700.0,40066.44,154.0,785,0.11210191082802548
2016-09-01,65.0,92,46,17,5300.0,39537.02,162.0,785,0.11719745222929936
2016-09-01,66.0,76,33,16,4900.0,28622.75,115.0,785,0.09681528662420383
2016-09-01,67.0,78,42,18,5800.0,18242.95,79.0,785,0.09936305732484077
2016-09-01,68.0,84,40,17,5700.0,26905.79,126.0,785,0.1070063694267516
2016-09-01,69.0,86,44,16,6100.0,41426.89,160.0,785,0.10955414012738854
2016-09-01,70.0,91,49,18,6200.0,46676.79,173.0,785,0.1159235668789809
2016-09-01,71.0,97,45,22,6700.0,39274.57,159.0,785,0.12356687898089172
2016-09-01,72.0,91,43,23,6700.0,25382.59,114.0,785,0.1159235668789809
2016-09-01,73.0,82,46,18,5100.0,30169.42,120.0,785,0.10445859872611465
2016-09-01,74.0,81,37,14,4000.0,24073.93,76.0,785,0.10318471337579618
2016-09-01,75.0,76,35,16,5000.0,24081.78,87.0,785,0.09681528662420383
2016-09-01,76.0,90,44,18,5100.0,33185.79,119.0,785,0.11464968152866242
2016-10-01,0.0,196,72,7,2300.0,43896.87,187.0,196,1.0
2016-10-01,1.0,142,58,12,3600.0,47978.74,184.0,196,0.7244897959183674
2016-10-01,2.0,114,44,15,4200.0,36500.1,140.0,196,0.5816326530612245
2016-10-01,3.0,86,38,18,5100.0,23125.44,96.0,196,0.4387755102040816
2016-10-01,4.0,74,39,18,5600.0,29614.99,112.0,196,0.37755102040816324
2016-10-01,5.0,48,33,19,5500.0,23434.08,98.0,196,0.24489795918367346
2016-10-01,6.0,38,24,16,4400.0,9097.619999999999,30.0,196,0.19387755102040816
2016-10-01,7.0,30,19,12,3300.0,11389.19,35.0,196,0.15306122448979592
2016-10-01,8.0,31,20,10,2300.0,14353.71,55.0,196,0.15816326530612246
2016-10-01,9.0,29,16,9,2100.0,12884.11,40.0,196,0.14795918367346939
2016-10-01,10.0,23,17,10,2600.0,7861.92,35.0,196,0.11734693877551021
2016-10-01,11.0,26,17,9,2100.0,12097.71,45.0,196,0.1326530612244898
2016-10-01,12.0,23,14,8,1900.0,9135.08,40.0,196,0.11734693877551021
2016-10-01,13.0,26,19,11,2800.0,7923.28,35.0,196,0.1326530612244898
2016-10-01,14.0,24,18,8,2200.0,14851.619999999999,53.0,196,0.12244897959183673
2016-10-01,15.0,20,15,7,2300.0,14794.119999999999,64.0,196,0.10204081632653061
2016-10-01,16.0,15,15,8,2500.0,12372.88,48.0,196,0.07653061224489796
2016-10-01,17.0,19,11,5,1600.0,5878.5599999999995,25.0,196,0.09693877551020408
2016-10-01,18.0,23,9,3,1200.0,2784.69,11.0,196,0.11734693877551021
2016-10-01,19.0,18,10,5,1600.0,4446.43,19.0,196,0.09183673469387756
2016-10-01,20.0,27,11,5,1300.0,8898.619999999999,33.0,196,0.1377551020408163
2016-10-01,21.0,26,9,5,1300.0,9074.73,39.0,196,0.1326530612244898
2016-10-01,22.0,28,11,7,2000.0,10322.27,47.0,196,0.14285714285714285
2016-10-01,23.0,25,16,6,1800.0,6769.3,35.0,196,0.12755102040816327
2016-10-01,24.0,22,12,5,1300.0,13775.09,45.0,196,0.11224489795918367
2016-10-01,25.0,21,10,5,1300.0,4927.72,17.0,196,0.10714285714285714
2016-10-01,26.0,22,13,4,1100.0,9698.36,39.0,196,0.11224489795918367
2016-10-01,27.0,22,8,2,400.0,7892.02,28.0,196,0.11224489795918367
2016-10-01,28.0,25,13,5,1300.0,15915.11,59.0,196,0.12755102040816327
2016-10-01,29.0,23,11,4,1100.0,8972.92,40.0,196,0.11734693877551021
2016-10-01,30.0,26,10,5,1000.0,13254.12,42.0,196,0.1326530612244898
2016-10-01,31.0,19,11,5,1000.0,5833.0,20.0,196,0.09693877551020408
2016-10-01,32.0,16,6,0,0.0,3366.0,13.0,196,0.08163265306122448
2016-10-01,33.0,18,7,1,200.0,4811.12,16.0,196,0.09183673469387756
2016-10-01,34.0,24,6,4,1100.0,7343.46,38.0,196,0.12244897959183673
2016-10-01,35.0,23,8,5,1600.0,6045.95,31.0,196,0.11734693877551021
2016-10-01,36.0,22,15,5,1900.0,5893.31,28.0,196,0.11224489795918367
2016-10-01,37.0,25,10,5,1900.0,10460.8,49.0,196,0.12755102040816327
2016-10-01,38.0,26,9,4,1400.0,4478.01,21.0,196,0.1326530612244898
2016-10-01,39.0,25,9,4,1400.0,12900.34,45.0,196,0.12755102040816327
2016-10-01,40.0,24,13,4,1300.0,12209.99,43.0,196,0.12244897959183673
2016-10-01,41.0,20,11,4,1100.0,8005.52,30.0,196,0.10204081632653061
2016-10-01,42.0,16,9,5,1800.0,10603.91,43.0,196,0.08163265306122448
2016-10-01,43.0,12,9,5,1500.0,4460.43,27.0,196,0.061224489795918366
2016-10-01,44.0,14,8,6,1500.0,6132.01,28.0,196,0.07142857142857142
2016-10-01,45.0,17,12,6,1500.0,4298.02,18.0,196,0.08673469387755102
2016-10-01,46.0,22,14,5,1500.0,9627.29,41.0,196,0.11224489795918367
2016-10-01,47.0,22,8,5,1600.0,6356.83,25.0,196,0.11224489795918367
2016-10-01,48.0,18,10,5,1300.0,4655.18,19.0,196,0.09183673469387756
2016-10-01,49.0,22,13,5,1300.0,7327.3,27.0,196,0.11224489795918367
2016-10-01,50.0,20,10,2,700.0,8397.6,36.0,196,0.10204081632653061
2016-10-01,51.0,22,7,4,1400.0,4808.2,21.0,196,0.11224489795918367
2016-10-01,52.0,27,14,3,1200.0,11065.71,51.0,196,0.1377551020408163
2016-10-01,53.0,29,8,3,1200.0,4296.7,17.0,196,0.14795918367346939
2016-10-01,54.0,26,11,2,700.0,7527.1,34.0,196,0.1326530612244898
2016-10-01,55.0,27,6,2,700.0,1913.0,10.0,196,0.1377551020408163
2016-10-01,56.0,24,10,4,1400.0,10382.71,46.0,196,0.12244897959183673
2016-10-01,57.0,18,11,5,1600.0,6298.83,26.0,196,0.09183673469387756
2016-10-01,58.0,19,11,5,1000.0,10523.62,43.0,196,0.09693877551020408
2016-10-01,59.0,25,14,6,1200.0,15922.0,61.0,196,0.12755102040816327
2016-10-01,60.0,23,9,6,1200.0,9124.08,38.0,196,0.11734693877551021
2016-10-01,61.0,28,18,8,1900.0,13115.1,61.0,196,0.14285714285714285
2016-10-01,62.0,32,15,8,2500.0,15459.630000000001,67.0,196,0.16326530612244897
2016-10-01,63.0,31,13,7,2300.0,13120.99,61.0,196,0.15816326530612246
2016-10-01,64.0,29,14,8,2800.0,18801.37,62.0,196,0.14795918367346939
2016-10-01,65.0,27,13,8,2800.0,8522.3,33.0,196,0.1377551020408163
2016-10-01,66.0,24,11,5,1300.0,10530.06,33.0,196,0.12244897959183673
2016-10-01,67.0,26,18,6,1500.0,11067.71,45.0,196,0.1326530612244898
2016-10-01,68.0,23,8,4,800.0,8757.970000000001,36.0,196,0.11734693877551021
2016-10-01,69.0,19,10,4,800.0,6891.52,23.0,196,0.09693877551020408
2016-10-01,70.0,23,11,4,800.0,5507.72,22.0,196,0.11734693877551021
2016-10-01,71.0,22,4,3,600.0,2546.01,16.0,196,0.11224489795918367
2016-10-01,72.0,20,6,3,600.0,2375.56,11.0,196,0.10204081632653061
2016-10-01,73.0,21,7,3,900.0,5840.03,32.0,196,0.10714285714285714
2016-10-01,74.0,19,10,2,700.0,11321.84,32.0,196,0.09693877551020408
2016-10-01,75.0,19,12,3,900.0,14473.27,58.0,196,0.09693877551020408
2016-11-01,0.0,149,55,12,4200.0,47687.2,193.0,149,1.0
2016-11-01,1.0,111,49,14,4600.0,30171.63,124.0,149,0.7449664429530202
2016-11-01,2.0,85,30,13,4700.0,33235.77,130.0,149,0.5704697986577181
2016-11-01,3.0,64,30,15,5900.0,17161.98,62.0,149,0.42953020134228187
2016-11-01,4.0,51,28,10,3500.0,26766.69,87.0,149,0.3422818791946309
2016-11-01,5.0,47,26,11,4000.0,34142.39,123.0,149,0.31543624161073824
2016-11-01,6.0,40,22,12,4200.0,13607.74,50.0,149,0.2684563758389262
2016-11-01,7.0,35,24,9,3000.0,13287.06,50.0,149,0.2348993288590604
2016-11-01,8.0,34,17,8,2800.0,7026.99,29.0,149,0.22818791946308725
2016-11-01,9.0,23,12,7,2900.0,5298.7,22.0,149,0.15436241610738255
2016-11-01,10.0,18,11,6,2400.0,3364.0,14.0,149,0.12080536912751678
2016-11-01,11.0,17,12,5,1600.0,5520.83,24.0,149,0.11409395973154363
2016-11-01,12.0,20,9,5,1600.0,4567.67,27.0,149,0.1342281879194631
2016-11-01,13.0,21,8,4,1100.0,2869.12,15.0,149,0.14093959731543623
2016-11-01,14.0,23,11,4,1100.0,5508.33,18.0,149,0.15436241610738255
2016-11-01,15.0,20,9,4,800.0,7415.08,28.0,149,0.1342281879194631
2016-11-01,16.0,22,14,4,800.0,10564.35,39.0,149,0.1476510067114094
2016-11-01,17.0,23,11,3,600.0,9658.560000000001,33.0,149,0.15436241610738255
2016-11-01,18.0,22,11,3,600.0,4586.0,19.0,149,0.1476510067114094
2016-11-01,19.0,21,9,3,600.0,2551.0,9.0,149,0.14093959731543623
2016-11-01,20.0,14,9,3,600.0,3540.0,16.0,149,0.09395973154362416
2016-11-01,21.0,13,5,2,400.0,2182.0,8.0,149,0.087248322147651
2016-11-01,22.0,8,5,2,400.0,742.0,5.0,149,0.053691275167785234
2016-11-01,23.0,14,7,2,400.0,3147.0,11.0,149,0.09395973154362416
2016-11-01,24.0,12,6,3,600.0,5852.02,15.0,149,0.08053691275167785
2016-11-01,25.0,16,10,4,1100.0,4409.7,21.0,149,0.10738255033557047
2016-11-01,26.0,21,9,3,900.0,4246.9,17.0,149,0.14093959731543623
2016-11-01,27.0,20,12,5,1300.0,9177.02,37.0,149,0.1342281879194631
2016-11-01,28.0,18,8,3,900.0,2800.0,12.0,149,0.12080536912751678
2016-11-01,29.0,18,8,2,700.0,4773.0,19.0,149,0.12080536912751678
2016-11-01,30.0,13,9,3,900.0,6180.46,29.0,149,0.087248322147651
2016-11-01,31.0,16,7,3,900.0,5067.05,19.0,149,0.10738255033557047
2016-11-01,32.0,16,10,3,600.0,6906.16,29.0,149,0.10738255033557047
2016-11-01,33.0,11,8,3,600.0,5619.6,26.0,149,0.0738255033557047
2016-11-01,34.0,12,5,2,400.0,1668.0,8.0,149,0.08053691275167785
2016-11-01,35.0,9,4,2,400.0,768.0,4.0,149,0.06040268456375839
2016-11-01,36.0,11,5,2,700.0,3629.9,17.0,149,0.0738255033557047
2016-11-01,37.0,13,8,3,900.0,7967.66,28.0,149,0.087248322147651
2016-11-01,38.0,13,5,3,900.0,6316.66,14.0,149,0.087248322147651
2016-11-01,39.0,15,9,4,1100.0,6294.15,25.0,149,0.10067114093959731
2016-11-01,40.0,14,7,2,400.0,3513.1800000000003,15.0,149,0.09395973154362416
2016-11-01,41.0,13,7,2,400.0,4316.780000000001,22.0,149,0.087248322147651
2016-11-01,42.0,14,7,2,400.0,4712.54,17.0,149,0.09395973154362416
2016-11-01,43.0,16,10,3,900.0,10026.46,31.0,149,0.10738255033557047
2016-11-01,44.0,22,9,2,700.0,9707.79,43.0,149,0.1476510067114094
2016-11-01,45.0,18,8,4,1100.0,5199.88,21.0,149,0.12080536912751678
2016-11-01,46.0,12,9,5,1300.0,7135.05,28.0,149,0.08053691275167785
2016-11-01,47.0,12,9,6,1800.0,12675.6,60.0,149,0.08053691275167785
2016-11-01,48.0,15,11,6,1800.0,11958.46,51.0,149,0.10067114093959731
2016-11-01,49.0,13,8,6,1800.0,11028.19,40.0,149,0.087248322147651
2016-11-01,50.0,15,9,5,1600.0,3406.0,13.0,149,0.10067114093959731
2016-11-01,51.0,15,8,4,1100.0,5135.65,17.0,149,0.10067114093959731
2016-11-01,52.0,17,10,4,1100.0,3741.0,17.0,149,0.11409395973154363
2016-11-01,53.0,18,6,3,900.0,1414.0,6.0,149,0.12080536912751678
2016-11-01,54.0,15,10,4,1100.0,5781.82,20.0,149,0.10067114093959731
2016-11-01,55.0,18,10,4,1100.0,2808.0,13.0,149,0.12080536912751678
2016-11-01,56.0,16,8,5,1300.0,2767.14,8.0,149,0.10738255033557047
2016-11-01,57.0,15,9,5,1300.0,1748.0,7.0,149,0.10067114093959731
2016-11-01,58.0,16,8,2,700.0,3578.81,16.0,149,0.10738255033557047
2016-11-01,59.0,19,6,2,700.0,4545.85,17.0,149,0.12751677852348994
2016-11-01,60.0,26,9,2,400.0,6030.219999999999,24.0,149,0.174496644295302
2016-11-01,61.0,29,12,3,900.0,9096.73,38.0,149,0.19463087248322147
2016-11-01,62.0,26,12,4,1100.0,8386.5,37.0,149,0.174496644295302
2016-11-01,63.0,25,9,4,1100.0,5666.97,28.0,149,0.16778523489932887
2016-11-01,64.0,26,12,4,1400.0,6497.2,29.0,149,0.174496644295302
2016-11-01,65.0,26,16,5,1600.0,17260.96,61.0,149,0.174496644295302
2016-11-01,66.0,21,11,6,2400.0,11504.9,48.0,149,0.14093959731543623
2016-11-01,67.0,17,11,6,2400.0,10759.25,43.0,149,0.11409395973154363
2016-11-01,68.0,22,12,6,2100.0,15263.64,63.0,149,0.1476510067114094
2016-11-01,69.0,24,16,10,3200.0,7951.76,31.0,149,0.1610738255033557
2016-11-01,70.0,21,15,9,2700.0,9865.19,39.0,149,0.14093959731543623
2016-11-01,71.0,20,7,6,1500.0,5108.99,22.0,149,0.1342281879194631
2016-11-01,72.0,15,11,6,1200.0,10145.54,46.0,149,0.10067114093959731
2016-11-01,73.0,13,8,6,1200.0,7277.5,33.0,149,0.087248322147651
2016-11-01,74.0,15,9,5,1000.0,7513.93,29.0,149,0.10067114093959731
2016-12-01,0.0,53,14,3,1100.0,12713.56,52.0,53,1.0
2016-12-01,1.0,41,21,7,2500.0,18982.45,74.0,53,0.7735849056603774
2016-12-01,2.0,33,17,8,2200.0,13871.72,57.0,53,0.6226415094339622
2016-12-01,3.0,29,19,7,2000.0,15171.0,55.0,53,0.5471698113207547
2016-12-01,4.0,23,17,6,1800.0,10691.470000000001,40.0,53,0.4339622641509434
2016-12-01,5.0,20,11,6,1800.0,5212.27,25.0,53,0.37735849056603776
2016-12-01,6.0,17,9,6,2100.0,7454.59,31.0,53,0.32075471698113206
2016-12-01,7.0,15,9,6,2100.0,6148.360000000001,23.0,53,0.2830188679245283
2016-12-01,8.0,11,6,5,1600.0,4740.22,18.0,53,0.20754716981132076
2016-12-01,9.0,8,6,5,1600.0,1254.0,5.0,53,0.1509433962264151
2016-12-01,10.0,7,6,3,900.0,3464.1,11.0,53,0.1320754716981132
2016-12-01,11.0,7,4,2,700.0,1084.0,3.0,53,0.1320754716981132
2016-12-01,12.0,6,4,2,700.0,705.0,3.0,53,0.11320754716981132
2016-12-01,13.0,7,3,2,700.0,721.0,3.0,53,0.1320754716981132
2016-12-01,14.0,7,4,1,500.0,1703.0,11.0,53,0.1320754716981132
2016-12-01,15.0,4,1,1,500.0,0.0,0.0,53,0.07547169811320754
2016-12-01,16.0,3,2,1,500.0,1959.0,2.0,53,0.05660377358490566
2016-12-01,17.0,4,2,1,500.0,1664.0,3.0,53,0.07547169811320754
2016-12-01,18.0,3,2,0,0.0,1469.0,7.0,53,0.05660377358490566
2016-12-01,19.0,3,0,0,0.0,0.0,0.0,53,0.05660377358490566
2016-12-01,20.0,2,1,0,0.0,692.0,3.0,53,0.03773584905660377
2016-12-01,21.0,3,1,0,0.0,944.0,3.0,53,0.05660377358490566
2016-12-01,22.0,4,2,0,0.0,2322.0,8.0,53,0.07547169811320754
2016-12-01,23.0,4,0,0,0.0,0.0,0.0,53,0.07547169811320754
2016-12-01,24.0,5,2,1,500.0,2125.1,12.0,53,0.09433962264150944
2016-12-01,25.0,3,1,1,500.0,1286.1,7.0,53,0.05660377358490566
2016-12-01,26.0,3,3,1,500.0,1867.7,12.0,53,0.05660377358490566
2016-12-01,27.0,3,2,1,500.0,1513.0,5.0,53,0.05660377358490566
2016-12-01,28.0,5,2,0,0.0,1261.0,5.0,53,0.09433962264150944
2016-12-01,29.0,5,0,0,0.0,0.0,0.0,53,0.09433962264150944
2016-12-01,30.0,4,3,0,0.0,1318.0,7.0,53,0.07547169811320754
2016-12-01,31.0,2,1,0,0.0,1977.0,4.0,53,0.03773584905660377
2016-12-01,32.0,3,0,0,0.0,0.0,0.0,53,0.05660377358490566
2016-12-01,33.0,1,1,0,0.0,863.0,3.0,53,0.018867924528301886
2016-12-01,34.0,3,2,1,200.0,763.0,4.0,53,0.05660377358490566
2016-12-01,35.0,2,1,1,200.0,644.0,4.0,53,0.03773584905660377
2016-12-01,36.0,2,0,0,0.0,0.0,0.0,53,0.03773584905660377
2016-12-01,37.0,4,2,0,0.0,1197.0,7.0,53,0.07547169811320754
2016-12-01,38.0,5,1,0,0.0,454.0,2.0,53,0.09433962264150944
2016-12-01,39.0,7,1,0,0.0,1079.0,3.0,53,0.1320754716981132
2016-12-01,40.0,7,3,1,200.0,1380.0,4.0,53,0.1320754716981132
2016-12-01,41.0,7,2,2,400.0,7566.97,21.0,53,0.1320754716981132
2016-12-01,42.0,5,3,2,400.0,941.0,4.0,53,0.09433962264150944
2016-12-01,43.0,5,6,2,400.0,4487.0,12.0,53,0.09433962264150944
2016-12-01,44.0,6,2,1,200.0,936.0,2.0,53,0.11320754716981132
2016-12-01,45.0,5,3,2,400.0,2066.67,9.0,53,0.09433962264150944
2016-12-01,46.0,4,3,2,400.0,696.0,3.0,53,0.07547169811320754
2016-12-01,47.0,3,2,1,200.0,109.0,1.0,53,0.05660377358490566
2016-12-01,48.0,3,1,0,0.0,839.0,2.0,53,0.05660377358490566
2016-12-01,49.0,5,1,0,0.0,1277.0,4.0,53,0.09433962264150944
2016-12-01,50.0,7,1,0,0.0,517.0,3.0,53,0.1320754716981132
2016-12-01,51.0,6,2,0,0.0,2302.0,3.0,53,0.11320754716981132
2016-12-01,52.0,5,2,0,0.0,685.0,5.0,53,0.09433962264150944
2016-12-01,53.0,7,1,0,0.0,342.0,2.0,53,0.1320754716981132
2016-12-01,54.0,6,1,0,0.0,1320.0,4.0,53,0.11320754716981132
2016-12-01,55.0,6,2,0,0.0,1468.0,6.0,53,0.11320754716981132
2016-12-01,56.0,7,4,0,0.0,1995.0,10.0,53,0.1320754716981132
2016-12-01,57.0,5,2,0,0.0,1264.0,4.0,53,0.09433962264150944
2016-12-01,58.0,7,2,1,200.0,2711.33,12.0,53,0.1320754716981132
2016-12-01,59.0,9,4,2,400.0,4582.41,18.0,53,0.16981132075471697
2016-12-01,60.0,7,4,1,200.0,1188.0,5.0,53,0.1320754716981132
2016-12-01,61.0,5,2,1,200.0,1295.0,4.0,53,0.09433962264150944
2016-12-01,62.0,4,3,1,200.0,2010.0,7.0,53,0.07547169811320754
2016-12-01,63.0,5,2,0,0.0,834.0,5.0,53,0.09433962264150944
2016-12-01,64.0,5,2,0,0.0,566.0,3.0,53,0.09433962264150944
2016-12-01,65.0,8,1,0,0.0,962.0,3.0,53,0.1509433962264151
2016-12-01,66.0,8,3,0,0.0,982.0,7.0,53,0.1509433962264151
2016-12-01,67.0,5,3,1,200.0,1200.0,5.0,53,0.09433962264150944
2016-12-01,68.0,6,3,1,200.0,2424.04,9.0,53,0.11320754716981132
2016-12-01,69.0,7,3,1,200.0,3547.44,16.0,53,0.1320754716981132
2016-12-01,70.0,7,3,1,200.0,3877.7,19.0,53,0.1320754716981132
2016-12-01,71.0,9,4,2,400.0,3936.32,19.0,53,0.16981132075471697
2016-12-01,72.0,9,4,2,400.0,1960.83,10.0,53,0.16981132075471697
2016-12-01,73.0,10,4,2,400.0,4075.76,19.0,53,0.18867924528301888
2017-01-01,0.0,201,62,14,3100.0,51381.77,176.0,201,1.0
2017-01-01,1.0,155,55,23,5200.0,43320.49,176.0,201,0.7711442786069652
2017-01-01,2.0,113,61,30,6600.0,66406.36,257.0,201,0.5621890547263682
2017-01-01,3.0,88,56,31,7300.0,45662.85,204.0,201,0.43781094527363185
2017-01-01,4.0,76,50,33,8100.0,56756.16,217.0,201,0.3781094527363184
2017-01-01,5.0,68,49,30,7400.0,37496.47,143.0,201,0.3383084577114428
2017-01-01,6.0,59,38,23,6200.0,27743.56,115.0,201,0.2935323383084577
2017-01-01,7.0,55,30,15,4100.0,23136.41,86.0,201,0.2736318407960199
2017-01-01,8.0,52,32,16,4600.0,20409.41,88.0,201,0.25870646766169153
2017-01-01,9.0,43,27,16,4800.0,16359.55,70.0,201,0.21393034825870647
2017-01-01,10.0,36,20,12,3600.0,14299.710000000001,67.0,201,0.1791044776119403
2017-01-01,11.0,32,22,10,2900.0,11740.58,47.0,201,0.15920398009950248
2017-01-01,12.0,31,18,9,2700.0,8565.2,34.0,201,0.15422885572139303
2017-01-01,13.0,27,14,8,2500.0,7940.5,27.0,201,0.13432835820895522
2017-01-01,14.0,26,13,8,2500.0,7318.01,33.0,201,0.12935323383084577
2017-01-01,15.0,27,18,10,2900.0,13780.71,46.0,201,0.13432835820895522
2017-01-01,16.0,33,17,10,2600.0,8520.380000000001,37.0,201,0.16417910447761194
2017-01-01,17.0,24,16,9,2400.0,17724.93,52.0,201,0.11940298507462686
2017-01-01,18.0,21,13,8,2500.0,10844.06,41.0,201,0.1044776119402985
2017-01-01,19.0,28,12,7,2300.0,4743.13,25.0,201,0.13930348258706468
2017-01-01,20.0,31,13,8,2800.0,12456.400000000001,48.0,201,0.15422885572139303
2017-01-01,21.0,22,16,10,3200.0,11094.69,44.0,201,0.10945273631840796
2017-01-01,22.0,25,16,9,2700.0,14571.5,52.0,201,0.12437810945273632
2017-01-01,23.0,22,13,8,2500.0,17093.989999999998,65.0,201,0.10945273631840796
2017-01-01,24.0,23,17,8,2500.0,9267.3,38.0,201,0.11442786069651742
2017-01-01,25.0,21,10,3,1200.0,4540.3,27.0,201,0.1044776119402985
2017-01-01,26.0,29,11,4,1400.0,7298.8099999999995,35.0,201,0.14427860696517414
2017-01-01,27.0,26,11,5,1300.0,7838.86,26.0,201,0.12935323383084577
2017-01-01,28.0,25,12,5,1300.0,8981.02,34.0,201,0.12437810945273632
2017-01-01,29.0,28,14,4,1400.0,13066.58,53.0,201,0.13930348258706468
2017-01-01,30.0,23,8,4,1700.0,6208.73,29.0,201,0.11442786069651742
2017-01-01,31.0,21,14,4,1400.0,13179.01,36.0,201,0.1044776119402985
2017-01-01,32.0,18,9,5,1600.0,5052.6,16.0,201,0.08955223880597014
2017-01-01,33.0,20,8,5,1600.0,7489.34,30.0,201,0.09950248756218906
2017-01-01,34.0,20,9,5,1300.0,6912.37,23.0,201,0.09950248756218906
2017-01-01,35.0,16,6,5,1300.0,3779.25,17.0,201,0.07960199004975124
2017-01-01,36.0,20,12,7,2200.0,10036.14,39.0,201,0.09950248756218906
2017-01-01,37.0,23,15,7,2200.0,17990.91,52.0,201,0.11442786069651742
2017-01-01,38.0,24,8,6,2000.0,5515.44,27.0,201,0.11940298507462686
2017-01-01,39.0,22,12,8,2400.0,11520.939999999999,42.0,201,0.10945273631840796
2017-01-01,40.0,16,10,9,3700.0,10654.85,31.0,201,0.07960199004975124
2017-01-01,41.0,19,9,7,3100.0,9497.66,41.0,201,0.0945273631840796
2017-01-01,42.0,22,7,6,1800.0,3903.58,24.0,201,0.10945273631840796
2017-01-01,43.0,21,8,4,1100.0,4312.0,11.0,201,0.1044776119402985
2017-01-01,44.0,26,14,4,1100.0,6833.6,28.0,201,0.12935323383084577
2017-01-01,45.0,28,12,5,1300.0,8565.369999999999,42.0,201,0.13930348258706468
2017-01-01,46.0,26,11,4,1100.0,9098.72,32.0,201,0.12935323383084577
2017-01-01,47.0,30,12,6,2000.0,10060.92,31.0,201,0.14925373134328357
2017-01-01,48.0,33,16,7,2500.0,8479.6,35.0,201,0.16417910447761194
2017-01-01,49.0,32,16,5,2200.0,14316.3,50.0,201,0.15920398009950248
2017-01-01,50.0,29,16,5,2200.0,10518.3,35.0,201,0.14427860696517414
2017-01-01,51.0,21,9,2,1000.0,6170.6,27.0,201,0.1044776119402985
2017-01-01,52.0,20,12,2,1000.0,6609.8,27.0,201,0.09950248756218906
2017-01-01,53.0,22,7,2,1000.0,2535.0,11.0,201,0.10945273631840796
2017-01-01,54.0,25,10,1,500.0,4045.0,20.0,201,0.12437810945273632
2017-01-01,55.0,24,9,2,400.0,15036.25,39.0,201,0.11940298507462686
2017-01-01,56.0,25,9,3,600.0,12950.92,39.0,201,0.12437810945273632
2017-01-01,57.0,23,10,4,800.0,10757.380000000001,41.0,201,0.11442786069651742
2017-01-01,58.0,26,12,3,600.0,8556.02,34.0,201,0.12935323383084577
2017-01-01,59.0,23,9,3,1200.0,5779.87,22.0,201,0.11442786069651742
2017-01-01,60.0,21,11,5,1600.0,12938.67,49.0,201,0.1044776119402985
2017-01-01,61.0,21,12,8,2200.0,11977.2,52.0,201,0.1044776119402985
2017-01-01,62.0,24,13,8,2500.0,8733.24,38.0,201,0.11940298507462686
2017-01-01,63.0,26,13,6,1800.0,11958.63,52.0,201,0.12935323383084577
2017-01-01,64.0,24,12,6,2100.0,12638.34,48.0,201,0.11940298507462686
2017-01-01,65.0,26,13,6,2100.0,12356.740000000002,49.0,201,0.12935323383084577
2017-01-01,66.0,22,8,5,1600.0,6683.25,27.0,201,0.10945273631840796
2017-01-01,67.0,21,13,5,1900.0,10354.9,42.0,201,0.1044776119402985
2017-01-01,68.0,20,12,5,1900.0,5555.08,27.0,201,0.09950248756218906
2017-01-01,69.0,22,10,5,1900.0,9054.45,26.0,201,0.10945273631840796
2017-01-01,70.0,22,11,5,1900.0,5664.01,21.0,201,0.10945273631840796
2017-01-01,71.0,23,14,3,1200.0,10092.0,35.0,201,0.11442786069651742
2017-01-01,72.0,26,14,4,1700.0,15586.630000000001,48.0,201,0.12935323383084577
2017-02-01,0.0,161,60,6,1500.0,38321.95,161.0,161,1.0
2017-02-01,1.0,130,48,12,3000.0,33580.17,143.0,161,0.8074534161490683
2017-02-01,2.0,98,44,13,3800.0,32410.28,136.0,161,0.6086956521739131
2017-02-01,3.0,73,30,16,4400.0,28451.34,121.0,161,0.453416149068323
2017-02-01,4.0,59,30,18,4700.0,29384.93,108.0,161,0.36645962732919257
2017-02-01,5.0,48,29,18,4400.0,31720.64,121.0,161,0.2981366459627329
2017-02-01,6.0,40,30,20,4800.0,27539.93,96.0,161,0.2484472049689441
2017-02-01,7.0,33,20,15,4300.0,19421.32,81.0,161,0.20496894409937888
