player_id,plan_type,start_date,end_date,monthly_fee,discount_pct
8864,Basic,2021-10-01,2022-01-01,200,5.0
8880,Basic,2021-10-01,2021-11-01,200,5.0
8914,Basic,2021-10-01,2021-11-01,200,5.0
8918,Basic,2021-10-01,2022-01-01,200,5.0
8925,Basic,2021-10-01,2021-11-01,200,5.0
8949,Basic,2021-10-01,2022-04-01,200,5.0
8980,Basic,2021-10-01,2021-11-01,200,5.0
8983,Premium,2021-10-01,2022-01-01,500,10.0
8988,Premium,2021-10-01,2022-01-01,500,10.0
9015,Basic,2021-10-01,2022-01-01,200,5.0
9018,Basic,2021-10-01,2022-01-01,200,5.0
9060,Premium,2021-10-01,2022-01-01,500,10.0
9061,Basic,2021-10-01,2021-11-01,200,5.0
9062,Basic,2021-10-01,2022-04-01,200,5.0
9063,Basic,2021-10-01,2022-04-01,200,5.0
9083,Premium,2021-10-01,2022-04-01,500,10.0
9114,Premium,2021-10-01,2022-01-01,500,10.0
9133,Basic,2021-10-01,2021-11-01,200,5.0
9138,Basic,2021-10-01,2022-01-01,200,5.0
9158,Premium,2021-10-01,2021-11-01,500,10.0
9170,Premium,2021-10-01,2022-01-01,500,10.0
9174,Basic,2021-10-01,2021-11-01,200,5.0
9196,Basic,2021-10-01,2022-10-01,200,5.0
9210,Premium,2021-10-01,2022-01-01,500,10.0
9224,Basic,2021-10-01,2022-04-01,200,5.0
9225,Basic,2021-10-01,2021-11-01,200,5.0
9234,Premium,2021-10-01,2022-01-01,500,10.0
9246,Basic,2021-10-01,2021-11-01,200,5.0
9247,Basic,2021-10-01,2022-01-01,200,5.0
9253,Premium,2021-10-01,2021-11-01,500,10.0
9256,Basic,2021-10-01,2021-11-01,200,5.0
9285,Premium,2021-10-01,2022-04-01,500,10.0
9287,Basic,2021-10-01,2021-11-01,200,5.0
9298,Basic,2021-10-01,2022-04-01,200,5.0
9307,Basic,2021-10-01,2022-01-01,200,5.0
9337,Basic,2021-10-01,2022-04-01,200,5.0
9349,Basic,2021-10-01,2022-10-01,200,5.0
9388,Premium,2021-10-01,2022-04-01,500,10.0
9414,Basic,2021-10-01,2022-04-01,200,5.0
9454,Basic,2021-10-01,2022-04-01,200,5.0
9485,Basic,2021-10-01,2021-11-01,200,5.0
9487,Basic,2021-10-01,2022-01-01,200,5.0
9502,Basic,2021-10-01,2022-01-01,200,5.0
9510,Premium,2021-10-01,2022-01-01,500,10.0
9541,Basic,2021-10-01,2022-01-01,200,5.0
9571,Basic,2021-10-01,2022-01-01,200,5.0
9577,Premium,2021-10-01,2022-04-01,500,10.0
9610,Basic,2021-10-01,2021-11-01,200,5.0
9639,Basic,2021-10-01,2022-01-01,200,5.0
9650,Basic,2021-10-01,2022-01-01,200,5.0
9684,Basic,2021-10-01,2022-01-01,200,5.0
9704,Premium,2021-10-01,2022-01-01,500,10.0
9737,Basic,2021-10-01,2022-01-01,200,5.0
9759,Basic,2021-10-01,2022-10-01,200,5.0
9765,Basic,2021-10-01,2022-01-01,200,5.0
9811,Premium,2021-10-01,2022-04-01,500,10.0
9815,Basic,2021-10-01,2021-11-01,200,5.0
9820,Basic,2021-10-01,2022-01-01,200,5.0
9821,Basic,2021-10-01,2022-01-01,200,5.0
9825,Basic,2021-10-01,2021-11-01,200,5.0
9832,Basic,2021-10-01,2022-01-01,200,5.0
9866,Basic,2021-10-01,2022-01-01,200,5.0
9882,Basic,2021-10-01,2022-01-01,200,5.0
9889,Premium,2021-10-01,2022-01-01,500,10.0
9891,Basic,2021-10-01,2022-04-01,200,5.0
9904,Basic,2021-10-01,2022-01-01,200,5.0
3039,Premium,2021-10-01,2022-01-01,500,10.0
5025,Premium,2021-10-01,2022-01-01,500,10.0
5101,Premium,2021-10-01,2021-11-01,500,10.0
5413,Premium,2021-10-01,2021-11-01,500,10.0
5555,Premium,2021-10-01,2021-11-01,500,10.0
5936,Premium,2021-10-01,2021-11-01,500,10.0
6499,Premium,2021-10-01,2022-10-01,500,10.0
7222,Premium,2021-10-01,2022-04-01,500,10.0
7291,Premium,2021-10-01,2022-01-01,500,10.0
7722,Premium,2021-10-01,2022-01-01,500,10.0
7904,Premium,2021-10-01,2022-04-01,500,10.0
8117,Premium,2021-10-01,2021-11-01,500,10.0
8419,Premium,2021-10-01,2021-11-01,500,10.0
9737,Premium,2021-10-01,2021-11-01,500,10.0
10,Basic,2021-11-01,2021-12-01,200,5.0
22,Premium,2021-11-01,2022-02-01,500,10.0
115,Basic,2021-11-01,2022-11-01,200,5.0
159,Basic,2021-11-01,2022-02-01,200,5.0
242,Basic,2021-11-01,2022-11-01,200,5.0
310,Basic,2021-11-01,2022-05-01,200,5.0
428,Basic,2021-11-01,2022-05-01,200,5.0
460,Premium,2021-11-01,2022-02-01,500,10.0
486,Basic,2021-11-01,2022-02-01,200,5.0
507,Premium,2021-11-01,2022-02-01,500,10.0
555,Basic,2021-11-01,2022-02-01,200,5.0
579,Basic,2021-11-01,2021-12-01,200,5.0
616,Basic,2021-11-01,2022-02-01,200,5.0
714,Premium,2021-11-01,2022-02-01,500,10.0
735,Basic,2021-11-01,2022-02-01,200,5.0
743,Premium,2021-11-01,2021-12-01,500,10.0
870,Basic,2021-11-01,2022-05-01,200,5.0
919,Basic,2021-11-01,2022-05-01,200,5.0
956,Basic,2021-11-01,2022-02-01,200,5.0
978,Premium,2021-11-01,2021-12-01,500,10.0
1028,Basic,2021-11-01,2022-11-01,200,5.0
1078,Basic,2021-11-01,2022-02-01,200,5.0
1149,Basic,2021-11-01,2021-12-01,200,5.0
1164,Premium,2021-11-01,2022-02-01,500,10.0
1198,Basic,2021-11-01,2022-02-01,200,5.0
1226,Premium,2021-11-01,2022-02-01,500,10.0
1293,Premium,2021-11-01,2022-02-01,500,10.0
1316,Basic,2021-11-01,2022-02-01,200,5.0
1345,Basic,2021-11-01,2021-12-01,200,5.0
1368,Basic,2021-11-01,2022-05-01,200,5.0
1517,Basic,2021-11-01,2022-11-01,200,5.0
1524,Premium,2021-11-01,2022-02-01,500,10.0
1558,Basic,2021-11-01,2022-02-01,200,5.0
1683,Basic,2021-11-01,2022-05-01,200,5.0
1686,Premium,2021-11-01,2022-02-01,500,10.0
1770,Premium,2021-11-01,2022-02-01,500,10.0
1797,Premium,2021-11-01,2022-05-01,500,10.0
1847,Basic,2021-11-01,2022-02-01,200,5.0
1863,Basic,2021-11-01,2022-02-01,200,5.0
1881,Basic,2021-11-01,2022-02-01,200,5.0
1956,Premium,2021-11-01,2022-11-01,500,10.0
1977,Premium,2021-11-01,2022-11-01,500,10.0
1979,Basic,2021-11-01,2022-02-01,200,5.0
1991,Basic,2021-11-01,2021-12-01,200,5.0
2071,Basic,2021-11-01,2022-05-01,200,5.0
2254,Basic,2021-11-01,2022-02-01,200,5.0
2364,Basic,2021-11-01,2021-12-01,200,5.0
2460,Basic,2021-11-01,2022-02-01,200,5.0
2494,Basic,2021-11-01,2022-02-01,200,5.0
2530,Basic,2021-11-01,2021-12-01,200,5.0
2567,Basic,2021-11-01,2022-02-01,200,5.0
2586,Basic,2021-11-01,2022-11-01,200,5.0
2653,Basic,2021-11-01,2022-02-01,200,5.0
2812,Premium,2021-11-01,2021-12-01,500,10.0
2891,Premium,2021-11-01,2021-12-01,500,10.0
2909,Basic,2021-11-01,2022-05-01,200,5.0
3018,Basic,2021-11-01,2022-02-01,200,5.0
3058,Basic,2021-11-01,2022-11-01,200,5.0
3076,Basic,2021-11-01,2022-05-01,200,5.0
3078,Basic,2021-11-01,2021-12-01,200,5.0
3096,Premium,2021-11-01,2022-02-01,500,10.0
3101,Basic,2021-11-01,2022-02-01,200,5.0
3117,Basic,2021-11-01,2022-02-01,200,5.0
3149,Basic,2021-11-01,2022-02-01,200,5.0
3257,Basic,2021-11-01,2022-02-01,200,5.0
3301,Basic,2021-11-01,2022-11-01,200,5.0
3437,Premium,2021-11-01,2022-11-01,500,10.0
3528,Basic,2021-11-01,2022-02-01,200,5.0
3541,Premium,2021-11-01,2021-12-01,500,10.0
3616,Basic,2021-11-01,2021-12-01,200,5.0
3658,Basic,2021-11-01,2022-02-01,200,5.0
3671,Basic,2021-11-01,2022-11-01,200,5.0
3749,Premium,2021-11-01,2021-12-01,500,10.0
3847,Basic,2021-11-01,2022-02-01,200,5.0
3862,Basic,2021-11-01,2022-02-01,200,5.0
3880,Basic,2021-11-01,2022-11-01,200,5.0
3881,Basic,2021-11-01,2022-02-01,200,5.0
3886,Basic,2021-11-01,2022-05-01,200,5.0
3896,Basic,2021-11-01,2021-12-01,200,5.0
3903,Basic,2021-11-01,2022-02-01,200,5.0
3928,Basic,2021-11-01,2022-02-01,200,5.0
3940,Basic,2021-11-01,2022-05-01,200,5.0
3981,Basic,2021-11-01,2021-12-01,200,5.0
4001,Basic,2021-11-01,2022-11-01,200,5.0
4005,Premium,2021-11-01,2022-02-01,500,10.0
4034,Premium,2021-11-01,2022-05-01,500,10.0
4041,Basic,2021-11-01,2022-05-01,200,5.0
4043,Basic,2021-11-01,2021-12-01,200,5.0
4053,Basic,2021-11-01,2022-02-01,200,5.0
4054,Basic,2021-11-01,2021-12-01,200,5.0
4080,Basic,2021-11-01,2022-02-01,200,5.0
4096,Basic,2021-11-01,2022-02-01,200,5.0
4112,Premium,2021-11-01,2022-02-01,500,10.0
4118,Basic,2021-11-01,2022-05-01,200,5.0
4131,Basic,2021-11-01,2022-05-01,200,5.0
4144,Premium,2021-11-01,2022-02-01,500,10.0
4214,Premium,2021-11-01,2021-12-01,500,10.0
4250,Premium,2021-11-01,2022-02-01,500,10.0
4362,Basic,2021-11-01,2022-05-01,200,5.0
4374,Premium,2021-11-01,2022-05-01,500,10.0
4478,Basic,2021-11-01,2022-05-01,200,5.0
4479,Premium,2021-11-01,2022-02-01,500,10.0
4494,Premium,2021-11-01,2022-05-01,500,10.0
4533,Premium,2021-11-01,2022-02-01,500,10.0
4597,Basic,2021-11-01,2022-11-01,200,5.0
4624,Premium,2021-11-01,2022-02-01,500,10.0
4629,Basic,2021-11-01,2022-02-01,200,5.0
4651,Premium,2021-11-01,2022-05-01,500,10.0
4653,Basic,2021-11-01,2022-05-01,200,5.0
4849,Premium,2021-11-01,2022-02-01,500,10.0
4880,Basic,2021-11-01,2021-12-01,200,5.0
4920,Basic,2021-11-01,2022-02-01,200,5.0
4957,Premium,2021-11-01,2022-02-01,500,10.0
4974,Premium,2021-11-01,2022-11-01,500,10.0
5031,Basic,2021-11-01,2021-12-01,200,5.0
5103,Basic,2021-11-01,2022-02-01,200,5.0
5110,Premium,2021-11-01,2022-02-01,500,10.0
5142,Basic,2021-11-01,2021-12-01,200,5.0
5165,Basic,2021-11-01,2022-02-01,200,5.0
5176,Basic,2021-11-01,2022-02-01,200,5.0
5270,Premium,2021-11-01,2022-05-01,500,10.0
5355,Basic,2021-11-01,2021-12-01,200,5.0
5372,Basic,2021-11-01,2022-02-01,200,5.0
5381,Basic,2021-11-01,2022-02-01,200,5.0
5551,Basic,2021-11-01,2022-02-01,200,5.0
5576,Basic,2021-11-01,2022-02-01,200,5.0
5603,Basic,2021-11-01,2021-12-01,200,5.0
5618,Premium,2021-11-01,2021-12-01,500,10.0
5664,Premium,2021-11-01,2022-02-01,500,10.0
5715,Premium,2021-11-01,2021-12-01,500,10.0
5757,Premium,2021-11-01,2022-11-01,500,10.0
5821,Basic,2021-11-01,2022-02-01,200,5.0
5823,Premium,2021-11-01,2021-12-01,500,10.0
5828,Basic,2021-11-01,2021-12-01,200,5.0
5829,Basic,2021-11-01,2022-02-01,200,5.0
5832,Basic,2021-11-01,2022-05-01,200,5.0
5838,Premium,2021-11-01,2022-02-01,500,10.0
5859,Basic,2021-11-01,2022-02-01,200,5.0
5868,Basic,2021-11-01,2021-12-01,200,5.0
5882,Premium,2021-11-01,2022-05-01,500,10.0
5917,Basic,2021-11-01,2022-05-01,200,5.0
5990,Basic,2021-11-01,2021-12-01,200,5.0
6000,Basic,2021-11-01,2022-02-01,200,5.0
6005,Basic,2021-11-01,2022-02-01,200,5.0
6044,Basic,2021-11-01,2022-02-01,200,5.0
6055,Premium,2021-11-01,2022-05-01,500,10.0
6078,Basic,2021-11-01,2022-05-01,200,5.0
6163,Basic,2021-11-01,2022-02-01,200,5.0
6196,Premium,2021-11-01,2021-12-01,500,10.0
6211,Basic,2021-11-01,2022-02-01,200,5.0
6212,Basic,2021-11-01,2022-05-01,200,5.0
6230,Basic,2021-11-01,2022-05-01,200,5.0
6273,Basic,2021-11-01,2022-02-01,200,5.0
6280,Basic,2021-11-01,2022-05-01,200,5.0
6306,Basic,2021-11-01,2021-12-01,200,5.0
6310,Basic,2021-11-01,2021-12-01,200,5.0
6325,Premium,2021-11-01,2021-12-01,500,10.0
6349,Basic,2021-11-01,2022-02-01,200,5.0
6356,Premium,2021-11-01,2022-02-01,500,10.0
6369,Basic,2021-11-01,2021-12-01,200,5.0
6407,Basic,2021-11-01,2021-12-01,200,5.0
6422,Basic,2021-11-01,2022-11-01,200,5.0
6557,Premium,2021-11-01,2022-02-01,500,10.0
6564,Basic,2021-11-01,2022-05-01,200,5.0
6623,Basic,2021-11-01,2021-12-01,200,5.0
6678,Basic,2021-11-01,2022-02-01,200,5.0
6703,Basic,2021-11-01,2021-12-01,200,5.0
6744,Basic,2021-11-01,2022-05-01,200,5.0
6767,Premium,2021-11-01,2022-11-01,500,10.0
6793,Basic,2021-11-01,2022-02-01,200,5.0
6821,Premium,2021-11-01,2022-02-01,500,10.0
6824,Basic,2021-11-01,2022-02-01,200,5.0
6858,Premium,2021-11-01,2022-02-01,500,10.0
6865,Premium,2021-11-01,2022-11-01,500,10.0
6891,Premium,2021-11-01,2022-05-01,500,10.0
6973,Basic,2021-11-01,2022-02-01,200,5.0
6975,Basic,2021-11-01,2022-05-01,200,5.0
6997,Premium,2021-11-01,2022-05-01,500,10.0
7003,Basic,2021-11-01,2022-02-01,200,5.0
7036,Basic,2021-11-01,2022-05-01,200,5.0
7060,Premium,2021-11-01,2022-05-01,500,10.0
7111,Premium,2021-11-01,2022-05-01,500,10.0
7119,Basic,2021-11-01,2022-02-01,200,5.0
7121,Basic,2021-11-01,2021-12-01,200,5.0
7143,Premium,2021-11-01,2022-02-01,500,10.0
7147,Premium,2021-11-01,2022-02-01,500,10.0
7151,Premium,2021-11-01,2022-02-01,500,10.0
7165,Basic,2021-11-01,2021-12-01,200,5.0
7197,Basic,2021-11-01,2021-12-01,200,5.0
7200,Basic,2021-11-01,2022-02-01,200,5.0
7201,Basic,2021-11-01,2021-12-01,200,5.0
7220,Premium,2021-11-01,2022-02-01,500,10.0
7263,Basic,2021-11-01,2022-05-01,200,5.0
7301,Basic,2021-11-01,2021-12-01,200,5.0
7343,Premium,2021-11-01,2022-05-01,500,10.0
7349,Premium,2021-11-01,2021-12-01,500,10.0
7380,Basic,2021-11-01,2022-05-01,200,5.0
7392,Basic,2021-11-01,2022-05-01,200,5.0
7393,Basic,2021-11-01,2022-02-01,200,5.0
7412,Basic,2021-11-01,2022-05-01,200,5.0
7446,Premium,2021-11-01,2021-12-01,500,10.0
7459,Basic,2021-11-01,2021-12-01,200,5.0
7474,Premium,2021-11-01,2021-12-01,500,10.0
7539,Basic,2021-11-01,2021-12-01,200,5.0
7556,Basic,2021-11-01,2021-12-01,200,5.0
7604,Basic,2021-11-01,2022-02-01,200,5.0
7606,Basic,2021-11-01,2021-12-01,200,5.0
7608,Basic,2021-11-01,2021-12-01,200,5.0
7634,Basic,2021-11-01,2022-02-01,200,5.0
7636,Premium,2021-11-01,2022-02-01,500,10.0
7640,Premium,2021-11-01,2022-05-01,500,10.0
7695,Basic,2021-11-01,2022-02-01,200,5.0
7707,Premium,2021-11-01,2022-02-01,500,10.0
7727,Basic,2021-11-01,2022-11-01,200,5.0
7732,Basic,2021-11-01,2022-02-01,200,5.0
7750,Basic,2021-11-01,2021-12-01,200,5.0
7772,Premium,2021-11-01,2022-11-01,500,10.0
7811,Basic,2021-11-01,2022-02-01,200,5.0
7829,Basic,2021-11-01,2022-02-01,200,5.0
7835,Premium,2021-11-01,2022-02-01,500,10.0
7868,Basic,2021-11-01,2021-12-01,200,5.0
7878,Basic,2021-11-01,2022-05-01,200,5.0
7896,Basic,2021-11-01,2022-05-01,200,5.0
7899,Basic,2021-11-01,2022-11-01,200,5.0
7931,Premium,2021-11-01,2021-12-01,500,10.0
7980,Basic,2021-11-01,2022-02-01,200,5.0
7988,Basic,2021-11-01,2022-05-01,200,5.0
8023,Premium,2021-11-01,2022-11-01,500,10.0
8028,Basic,2021-11-01,2022-05-01,200,5.0
8119,Basic,2021-11-01,2021-12-01,200,5.0
8131,Basic,2021-11-01,2022-02-01,200,5.0
8140,Basic,2021-11-01,2022-02-01,200,5.0
8159,Basic,2021-11-01,2021-12-01,200,5.0
8189,Basic,2021-11-01,2022-02-01,200,5.0
8198,Basic,2021-11-01,2022-05-01,200,5.0
8216,Premium,2021-11-01,2022-02-01,500,10.0
8227,Basic,2021-11-01,2021-12-01,200,5.0
8255,Basic,2021-11-01,2022-05-01,200,5.0
8271,Premium,2021-11-01,2022-11-01,500,10.0
8318,Premium,2021-11-01,2022-02-01,500,10.0
8323,Premium,2021-11-01,2022-02-01,500,10.0
8391,Premium,2021-11-01,2022-02-01,500,10.0
8402,Basic,2021-11-01,2022-05-01,200,5.0
8409,Basic,2021-11-01,2022-11-01,200,5.0
8429,Basic,2021-11-01,2022-05-01,200,5.0
8434,Basic,2021-11-01,2022-11-01,200,5.0
8442,Premium,2021-11-01,2021-12-01,500,10.0
8457,Basic,2021-11-01,2022-11-01,200,5.0
8461,Basic,2021-11-01,2021-12-01,200,5.0
8481,Basic,2021-11-01,2022-05-01,200,5.0
8494,Basic,2021-11-01,2021-12-01,200,5.0
8498,Basic,2021-11-01,2022-05-01,200,5.0
8499,Basic,2021-11-01,2022-05-01,200,5.0
8523,Basic,2021-11-01,2022-05-01,200,5.0
8561,Premium,2021-11-01,2022-02-01,500,10.0
8587,Basic,2021-11-01,2022-02-01,200,5.0
8592,Premium,2021-11-01,2022-02-01,500,10.0
8608,Premium,2021-11-01,2022-02-01,500,10.0
8619,Premium,2021-11-01,2022-02-01,500,10.0
8621,Basic,2021-11-01,2021-12-01,200,5.0
8648,Basic,2021-11-01,2022-11-01,200,5.0
8672,Basic,2021-11-01,2021-12-01,200,5.0
8675,Premium,2021-11-01,2021-12-01,500,10.0
8682,Premium,2021-11-01,2022-11-01,500,10.0
8686,Basic,2021-11-01,2022-02-01,200,5.0
8696,Basic,2021-11-01,2022-05-01,200,5.0
8708,Basic,2021-11-01,2021-12-01,200,5.0
8724,Premium,2021-11-01,2021-12-01,500,10.0
8728,Premium,2021-11-01,2021-12-01,500,10.0
8732,Basic,2021-11-01,2022-05-01,200,5.0
8735,Premium,2021-11-01,2022-02-01,500,10.0
8751,Premium,2021-11-01,2022-05-01,500,10.0
8762,Basic,2021-11-01,2022-02-01,200,5.0
8771,Premium,2021-11-01,2022-02-01,500,10.0
8788,Basic,2021-11-01,2022-02-01,200,5.0
8822,Basic,2021-11-01,2022-02-01,200,5.0
8823,Premium,2021-11-01,2021-12-01,500,10.0
8827,Premium,2021-11-01,2021-12-01,500,10.0
8828,Premium,2021-11-01,2021-12-01,500,10.0
8829,Basic,2021-11-01,2021-12-01,200,5.0
8844,Premium,2021-11-01,2022-02-01,500,10.0
8891,Premium,2021-11-01,2022-05-01,500,10.0
8910,Basic,2021-11-01,2022-05-01,200,5.0
8944,Premium,2021-11-01,2022-05-01,500,10.0
8962,Premium,2021-11-01,2022-05-01,500,10.0
8977,Basic,2021-11-01,2021-12-01,200,5.0
8981,Premium,2021-11-01,2022-05-01,500,10.0
8986,Basic,2021-11-01,2021-12-01,200,5.0
8998,Basic,2021-11-01,2022-02-01,200,5.0
9002,Basic,2021-11-01,2022-05-01,200,5.0
9010,Basic,2021-11-01,2022-05-01,200,5.0
9011,Basic,2021-11-01,2022-02-01,200,5.0
9016,Basic,2021-11-01,2021-12-01,200,5.0
9046,Basic,2021-11-01,2021-12-01,200,5.0
9072,Premium,2021-11-01,2022-02-01,500,10.0
9079,Basic,2021-11-01,2021-12-01,200,5.0
9105,Basic,2021-11-01,2022-02-01,200,5.0
9108,Premium,2021-11-01,2022-02-01,500,10.0
9111,Basic,2021-11-01,2022-02-01,200,5.0
9132,Basic,2021-11-01,2022-11-01,200,5.0
9139,Basic,2021-11-01,2021-12-01,200,5.0
9141,Basic,2021-11-01,2022-02-01,200,5.0
9169,Basic,2021-11-01,2022-02-01,200,5.0
9192,Premium,2021-11-01,2021-12-01,500,10.0
9238,Basic,2021-11-01,2022-02-01,200,5.0
9269,Premium,2021-11-01,2021-12-01,500,10.0
9275,Basic,2021-11-01,2021-12-01,200,5.0
9308,Basic,2021-11-01,2022-02-01,200,5.0
9309,Basic,2021-11-01,2022-05-01,200,5.0
9325,Basic,2021-11-01,2022-02-01,200,5.0
9338,Premium,2021-11-01,2022-02-01,500,10.0
9345,Basic,2021-11-01,2022-02-01,200,5.0
9352,Basic,2021-11-01,2022-05-01,200,5.0
9371,Basic,2021-11-01,2021-12-01,200,5.0
9374,Basic,2021-11-01,2022-02-01,200,5.0
9395,Basic,2021-11-01,2022-02-01,200,5.0
9399,Basic,2021-11-01,2021-12-01,200,5.0
9401,Basic,2021-11-01,2022-02-01,200,5.0
9420,Basic,2021-11-01,2021-12-01,200,5.0
9452,Premium,2021-11-01,2022-11-01,500,10.0
9489,Basic,2021-11-01,2021-12-01,200,5.0
9494,Basic,2021-11-01,2021-12-01,200,5.0
9501,Basic,2021-11-01,2022-11-01,200,5.0
9515,Basic,2021-11-01,2021-12-01,200,5.0
9520,Basic,2021-11-01,2022-05-01,200,5.0
9542,Basic,2021-11-01,2021-12-01,200,5.0
9565,Basic,2021-11-01,2022-02-01,200,5.0
9574,Basic,2021-11-01,2022-02-01,200,5.0
9603,Premium,2021-11-01,2021-12-01,500,10.0
9607,Basic,2021-11-01,2022-11-01,200,5.0
9614,Premium,2021-11-01,2021-12-01,500,10.0
9636,Basic,2021-11-01,2022-05-01,200,5.0
9657,Premium,2021-11-01,2022-02-01,500,10.0
9664,Basic,2021-11-01,2022-02-01,200,5.0
9669,Premium,2021-11-01,2022-02-01,500,10.0
9685,Premium,2021-11-01,2021-12-01,500,10.0
9700,Basic,2021-11-01,2022-02-01,200,5.0
9706,Basic,2021-11-01,2022-02-01,200,5.0
9732,Basic,2021-11-01,2022-02-01,200,5.0
9733,Basic,2021-11-01,2022-11-01,200,5.0
9747,Basic,2021-11-01,2022-02-01,200,5.0
9760,Basic,2021-11-01,2021-12-01,200,5.0
9763,Basic,2021-11-01,2021-12-01,200,5.0
9766,Premium,2021-11-01,2022-02-01,500,10.0
9797,Premium,2021-11-01,2022-05-01,500,10.0
9808,Basic,2021-11-01,2022-02-01,200,5.0
9826,Basic,2021-11-01,2021-12-01,200,5.0
9833,Basic,2021-11-01,2022-02-01,200,5.0
9864,Basic,2021-11-01,2022-05-01,200,5.0
9868,Basic,2021-11-01,2021-12-01,200,5.0
9874,Basic,2021-11-01,2022-02-01,200,5.0
9884,Premium,2021-11-01,2022-05-01,500,10.0
9886,Basic,2021-11-01,2022-02-01,200,5.0
9892,Basic,2021-11-01,2021-12-01,200,5.0
9898,Basic,2021-11-01,2021-12-01,200,5.0
9914,Basic,2021-11-01,2022-02-01,200,5.0
9932,Premium,2021-11-01,2022-02-01,500,10.0
9935,Basic,2021-11-01,2022-11-01,200,5.0
9943,Premium,2021-11-01,2022-02-01,500,10.0
9971,Basic,2021-11-01,2021-12-01,200,5.0
9976,Basic,2021-11-01,2021-12-01,200,5.0
9979,Basic,2021-11-01,2021-12-01,200,5.0
10006,Premium,2021-11-01,2022-05-01,500,10.0
10020,Basic,2021-11-01,2022-02-01,200,5.0
10029,Basic,2021-11-01,2022-02-01,200,5.0
2125,Premium,2021-11-01,2021-12-01,500,10.0
2940,Premium,2021-11-01,2022-11-01,500,10.0
3928,Premium,2021-11-01,2022-02-01,500,10.0
6422,Premium,2021-11-01,2022-02-01,500,10.0
6445,Premium,2021-11-01,2022-05-01,500,10.0
6515,Premium,2021-11-01,2022-02-01,500,10.0
9275,Premium,2021-11-01,2022-02-01,500,10.0
8,Basic,2021-12-01,2022-03-01,200,5.0
69,Premium,2021-12-01,2022-01-01,500,10.0
155,Premium,2021-12-01,2022-03-01,500,10.0
342,Basic,2021-12-01,2022-06-01,200,5.0
531,Basic,2021-12-01,2022-06-01,200,5.0
543,Basic,2021-12-01,2022-06-01,200,5.0
672,Basic,2021-12-01,2022-03-01,200,5.0
727,Basic,2021-12-01,2022-03-01,200,5.0
728,Basic,2021-12-01,2022-03-01,200,5.0
805,Premium,2021-12-01,2022-03-01,500,10.0
809,Basic,2021-12-01,2022-01-01,200,5.0
840,Premium,2021-12-01,2022-01-01,500,10.0
891,Basic,2021-12-01,2022-03-01,200,5.0
971,Basic,2021-12-01,2022-12-01,200,5.0
1017,Basic,2021-12-01,2022-06-01,200,5.0
1047,Premium,2021-12-01,2022-01-01,500,10.0
1279,Basic,2021-12-01,2022-03-01,200,5.0
1350,Basic,2021-12-01,2022-06-01,200,5.0
1439,Basic,2021-12-01,2022-12-01,200,5.0
1451,Premium,2021-12-01,2022-01-01,500,10.0
1708,Basic,2021-12-01,2022-12-01,200,5.0
1773,Basic,2021-12-01,2022-01-01,200,5.0
1779,Basic,2021-12-01,2022-03-01,200,5.0
1819,Basic,2021-12-01,2022-01-01,200,5.0
1896,Basic,2021-12-01,2022-12-01,200,5.0
1915,Basic,2021-12-01,2022-03-01,200,5.0
1940,Basic,2021-12-01,2022-01-01,200,5.0
2035,Premium,2021-12-01,2022-01-01,500,10.0
2049,Basic,2021-12-01,2022-03-01,200,5.0
2085,Basic,2021-12-01,2022-06-01,200,5.0
2104,Premium,2021-12-01,2022-06-01,500,10.0
2134,Premium,2021-12-01,2022-03-01,500,10.0
2159,Basic,2021-12-01,2022-06-01,200,5.0
2173,Basic,2021-12-01,2022-12-01,200,5.0
2183,Basic,2021-12-01,2022-01-01,200,5.0
2217,Basic,2021-12-01,2022-06-01,200,5.0
2301,Basic,2021-12-01,2022-06-01,200,5.0
2341,Premium,2021-12-01,2022-03-01,500,10.0
2445,Basic,2021-12-01,2022-06-01,200,5.0
2476,Basic,2021-12-01,2022-06-01,200,5.0
2489,Basic,2021-12-01,2022-01-01,200,5.0
2599,Premium,2021-12-01,2022-01-01,500,10.0
2601,Premium,2021-12-01,2022-03-01,500,10.0
2612,Basic,2021-12-01,2022-01-01,200,5.0
2615,Premium,2021-12-01,2022-01-01,500,10.0
2661,Basic,2021-12-01,2022-06-01,200,5.0
2678,Premium,2021-12-01,2022-01-01,500,10.0
2718,Basic,2021-12-01,2022-03-01,200,5.0
2760,Basic,2021-12-01,2022-06-01,200,5.0
2809,Basic,2021-12-01,2022-03-01,200,5.0
2882,Basic,2021-12-01,2022-03-01,200,5.0
2884,Basic,2021-12-01,2022-01-01,200,5.0
2936,Premium,2021-12-01,2022-01-01,500,10.0
3134,Basic,2021-12-01,2022-06-01,200,5.0
3139,Basic,2021-12-01,2022-03-01,200,5.0
3156,Basic,2021-12-01,2022-03-01,200,5.0
3194,Premium,2021-12-01,2022-03-01,500,10.0
3243,Basic,2021-12-01,2022-01-01,200,5.0
3293,Basic,2021-12-01,2022-03-01,200,5.0
3333,Basic,2021-12-01,2022-03-01,200,5.0
3354,Basic,2021-12-01,2022-01-01,200,5.0
3459,Basic,2021-12-01,2022-06-01,200,5.0
3483,Basic,2021-12-01,2022-01-01,200,5.0
3523,Basic,2021-12-01,2022-06-01,200,5.0
3526,Premium,2021-12-01,2022-03-01,500,10.0
3608,Premium,2021-12-01,2022-06-01,500,10.0
